Review_ID,Product_ID,Product_Name,Review_Date,Star_Rating,Review_Text,Helpfulness_Count,Support_Contacted,Language_Code
tgdd-59468387,iphone-17-pro-max,iPhone 17 Pro Max 256GB,30/05/2026,5,Sản phầm iphone 17 pro max màu bạc của thế giới đi động sao đuôi là ZP/A không phải đuôi VN/A nhở || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 30/05/2026,0,1,vi
tgdd-59466181,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,Tuyệt vời,0,0,vi
tgdd-59462598,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,1,"TÔI XIN NÓI THẬT, NẾU CHO TUI XIN LỰA CHỌN LẠI MUA MÁY TẠI SIÊU THỊ NÀY THÌ CHẮC CHẮN TÔI SẼ KHÔNG MUA ĐIỆN THOẠI TẠI ĐÂY VÌ CHẾ ĐỘ BẢO HÀNH GIAN DỐI KHÔNG ĐÚNG NHƯ THỎA THUẬN VÀ NHÂN VIÊN CHẬM TRỄ COI THƯỜNG KHÁCH HÀNG TỔNG ĐÀI KHIẾU NẠI TẠI NƠI ĐÂY CHỈ ẬM Ừ RỒI IM LẶNG. TÔI RẤT BỨC XÚC. TÔI KHÔNG NGHỈ NƠI ĐÂY LÀ MÌNH NƠI UY TÍN AI NGỜ CHỈ CŨNG LÀ DẠNG LÀM ĂN GIAN DỐI || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",1,1,vi
tgdd-59457705,iphone-17-pro-max,iPhone 17 Pro Max 256GB,23/05/2026,4,Mới mua 2 ngày giờ thấy Camera dính bụi bên trong thỳ sử lý sao nhỉ || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 23/05/2026,0,1,vi
tgdd-59422479,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Nghe gọi khi bật loa ngoài thì tiếng vang rất to, không nghe thấy người nói luôn là bị sao thế và có thể tự khắc phục không ạ",16,0,vi
tgdd-59390859,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,2,Viet danh gia dai thi k up đc,0,0,vi
tgdd-59365841,iphone-17-pro-max,iPhone 17 Pro Max 256GB,28/04/2026,1,"17/4/2025, tôi mua iPhone 17 Pro Max đầu tiên tại TGDĐ chọn giao tận nhà. Khi nhận hàng và khui xài, ngay từ đầu tôi đã thấy màn hình bị chói bất thường, dùng một lúc là mỏi mắt, chóng mặt. Tôi có báo lại và đem tới TGDĐ thì được trả lời là chắc do c chưa quen.Tôi dán thêm màn hình và cài đặt giảm chói vẫn ko ăn thua. Tôi chỉ dùng như máy phụ để chụp hình quay video, vì dùng lâu là không chịu nổi.Đến 26/4, tôi mua thêm 1 iPhone 17 Pro Max nữa cho người khác, lần này tôi tới mua trực tiếp tại TGDĐ.Khi khui máy tại cửa hàng, tôi đặt 2 máy cạnh nhau, thì thấyMáy mua ngày 17/4 màn chói gắt, nhìn rất khó chịuMáy mới mua hiển thị bình thường, dễ nhìnTôi yêu cầu đổi máy khác cho tôi thì nhân viên nói là đem gửi cho hãng để thẩm định 15 ngày, tôi bực nhưng đồng ý. Và Nhân viên gỡ dán màn hình Tôi reset máy hoàn toàn So sánh lại tại chỗKết quả máy kia vẫn chói rõ ràng hơn máy mớiNhưng điều vô lý làDù có so sánh trực tiếp 2 máy cùng model ngay tại cửa hàng, TGDĐ vẫn KHÔNG hỗ trợ đổi, mà yêu cầu gửi hãng thẩm định 15 ngày. Trong khi đây là lỗi nhìn thấy rõ bằng mắt thường, ảnh hưởng trực tiếp đến sức khỏe mỏi mắt, chóng mặt, có đối chứng cùng model ngay tại chỗMột sản phẩm lỗi hiển thị rõ ràng như vậy, khách hàng đã chứng minh trực tiếp tại cửa hàng, thì tại sao không được hỗ trợ đổi ngay, mà bắt khách chờ 15 ngày || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 28/04/2026",13,1,vi
tgdd-59363978,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"máy sài mượt bin trâu, bạn nhân viên Tên Trà làm ở thế giới di động ngay bến xe trị an tư vấn nhiệt tình.",4,0,vi
tgdd-59315315,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,3,"Máy đẹp, mua được màu bạc với giá tốt. Mua trả thẳng nhưng trải nghiệm mua chưa tốt lắm, lúc về tự gom hộp, tự xách về, tự mở cửa, tự dắt xe. Trải nghiệm này ko giống như các lần trước mình mua hàng.",2,0,vi
tgdd-59313833,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Mình mua tại TGDD Phú Quốc 37 Hùng Vương ngày 16/03 bạn nhân viên Tiểu Bối tư vấn, hỗ trợ nhiệt tình. Shop ko ép mua hàng, trải nghiệm tốt",9,0,vi
tgdd-59293512,iphone-17-pro-max,iPhone 17 Pro Max 256GB,09/04/2026,4,"Lúc mua mình không để ý, tại sao lại là bản P/A, không phải bản VN/A || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 09/04/2026",3,1,vi
tgdd-59258331,iphone-17-pro-max,iPhone 17 Pro Max 256GB,03/04/2026,1,"Mình mới mua IP 17 Promax ở Hải Phòng, nhân viên tư vấn bán hàng ko nói và khi về mình mới để ý phát hiện ra là IP mã ZP/a và đã được kích hoạt từ trước 28/1/2026 trong khi ngày mình mua là 3/4/2026 Quá thất vọng || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 03/04/2026",5,1,vi
tgdd-59201446,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Nhìn chung là sảm phẩm rất ok, nhân viên cũng tư vấn cũng nhiệt tình",6,0,vi
tgdd-59117298,iphone-17-pro-max,iPhone 17 Pro Max 256GB,06/03/2026,1,"Cái camera khi gọi mess rất mờ và nhoè. ra nhờ nhân viên siêu thị test bạn đó cũng sài ip 17prm. và k hề bị nhoè như mình. vậy mà gởi đi bảo hành kêu không có lỗi. và trả về như cũ . là 1 đổi 1 dữ chưa. làm ăn tệ, mất uy tín || Bộ phận bảo hành đã liên hệ hỗ trợ ngày 06/03/2026",8,1,vi
tgdd-59113071,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"máy rất đẹp, mình mua ở tgdd nguyễn duy trinh hôm 26/2 , nhân viên nhiệt tình dễ thương",29,0,vi
tgdd-59108870,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"nhân viên shop giao hàng , hướng dẫn rất nhiệt tình . sản phẩm rất vừa ý .",11,0,vi
tgdd-59108437,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,2,"Không hiểu sao điện thoại mình mua được khoảng 5 tháng và sạc 87 chu kì. Mà đã bị tuột còn 99%. Mình luôn có thói quen sử dụng điện thoại ở mức pin từ 2080%, không chơi game, không vừa sạc vừa chơi, không để điện thoại trong môi trường nóng, chỉ có thường xuyên sử dụng 5G. Cảm giác chỉ mua được 5 tháng mà tuột pin thì quá là thất vọng và đáng nghi về chất lượng của dòng này. || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",16,1,vi
tgdd-59103110,iphone-17-pro-max,iPhone 17 Pro Max 256GB,25/02/2026,2,Nhân viên hok tư vấn mã sản phẩm hok phải VNA || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 25/02/2026,5,1,vi
tgdd-59097511,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,Ip17prm thì ngon rồi. Pin trâu cực kì cam đẹp sạc nhanh ok nhất là không nóng máy nha đẹp nua Ai mà mua ip16prm hối hận lổ tiền thôi. Tôi mới đầu mua cũng sợ lổi mà mua roi quá ngon 37.990 đúng đồng tiền,40,0,vi
tgdd-59087230,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,3,"Tàm tạm thôi , đơ màn hình nhiều , cảm ứng trễ . Trong khi giá quá cao",5,0,vi
tgdd-59068214,iphone-17-pro-max,iPhone 17 Pro Max 256GB,05/02/2026,1,"Sản phẩm thì okay, nhưng thái độ phục vụ quá tệ. Mình mua máy mới mà cái họp bị đốm trắng quá trời trên hình của iphone. Mình nói họp vậy mình không lấy thì nhân viên khó chịu. Làm việc thì lề mề chậm chạp. Không quay lại mua ở TGDĐ nữa. || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 05/02/2026",9,1,vi
tgdd-59052235,iphone-17-pro-max,iPhone 17 Pro Max 256GB,30/01/2026,3,"Mình có mua 1 máy iphone 17 prm trắng, mình cũng kiểm tra hàng kỹ lúc mở hộp, bạn nhân viên bán hàng cũng nhiệt tình kiểm tra ngoại quan máy cùng mình, vậy mà tối về nhà rảnh nên bỏ máy ra xem vẫn dính 1 vết đốm ở mặt kính trắng sau máy và 1 hạt bui nhỏ trong ống kính cam sau. Apple sản xuất sản phẩm giá trị cao mà vẫn có khuyết điểm về ngoại hình khiến mình cũng không hài lòng với số tiến lớn đã phải bỏ ra. Có chút thất vọng. || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 30/01/2026",11,1,vi
tgdd-59020976,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Hải đã mua trưa hôm qua, máy ngon lành D",34,0,vi
tgdd-59006834,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,Máy mới màu đẹp xài mượt ngon nha không lỗi vặt,15,0,vi
tgdd-58959260,iphone-17-pro-max,iPhone 17 Pro Max 256GB,02/01/2026,3,sao tôi mua ở thế giới di động không phải bản VN/A || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 02/01/2026,20,1,vi
tgdd-58922452,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,4,"Mình từ Samsung chuyển qua S23 plus điều mình cảm thấy là dùng rất mượt, pin tốt, camera chụp đẹp chụp đẹp hơn hẳn 16 promax. Nhưng mình thấy có điều ko bằng samsung là ko có khoanh tròn tìm kiếm tiện như samsung,hay tìm âm thanh như samsung, AI ko bằng nữa, back chỗ vuốt dc chỗ ko ko đồng bộ như samsung,dùng youtube bản pre phải tốn tiền kia xài chùa dc, bàn phím nó cứ hơi lag lag, dùng bàn vni càng bất tiện, Ngoài ra bạn đừng nghe dụ dỗ mua ốp lưng hở cụm camera như mình về sợ xước lại phải thay ốp khác phí 350k",12,0,vi
tgdd-58920897,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Tôi mua 17prm 256GB với giá 37.990.000Nhưng không được tặng kèm bất kì cái gì cả Đến tấm kín cường lực cũng phải mua với giá 198.000Các phiếu mua hàng giá trị còn lại không được cung cấp Trong hoá đơn có ghi , nhưng tôi không hề nhận được Phải chăng nhân viên thế giới di động đã ăn chặn các phiếu mua hàng đó của tôi Tôi mua ở TGDĐ xã Gio Linh tỉnh Quảng Trị huyện Gio Linh cũ",483,0,vi
tgdd-58906764,iphone-17-pro-max,iPhone 17 Pro Max 256GB,13/12/2025,5,"Máy rất tốt. Tôi có mua thêm gói bảo hành pvi 1 đổi 1 trong vòng 1 năm nhưng cảm thấy không cần thiết, giờ tôi muốn huỷ gói bảo hành này được không || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 13/12/2025",41,1,vi
tgdd-58905325,iphone-17-pro-max,iPhone 17 Pro Max 256GB,12/12/2025,2,Video lúc có tiếng lúc không || Bộ phận bảo hành đã liên hệ hỗ trợ ngày 12/12/2025,2,1,vi
tgdd-58905290,iphone-17-pro-max,iPhone 17 Pro Max 256GB,12/12/2025,1,Mua máy tối 15/11Trưa 22/11 máy hiện lỗi loa mang ra cửa hàng nhân viên xem qua nói loa bình thường chị yên tâm sử dụng nha. Sang hôm nay trưa 12/12 máy lại tiếp tục báo lỗi loa. || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 12/12/2025,13,1,vi
tgdd-58897558,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,1,"máy mua chưa được 1 ngày loa rè kêu phải gửi ra hãng check 710 ngày, dịch vụ quá tệ || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",21,1,vi
tgdd-58896008,iphone-17-pro-max,iPhone 17 Pro Max 256GB,07/12/2025,1,"Buổi chiều qua mình có việc nên cần tiền bán máy iphone17 pr max mình mới mua dc mấy hôm . K hiểu sao trừ phí quá trời mà đang kẹt tiền nên bán. Tối mình quay lại mua lại máy mà máy cũ đó k có nữa nên phải mua máy mới. Ô , thế máy cũ đó đâu. Đưa tiền cho mình chả thấy giấy tờ ký tá gì cả . Giờ mình có tiền muốn chuộc lại máy lại k cho. Thế mình lại phải mua máy mới. Phí tiền , chả ra làm sao . Trả hàng k đưa giấy tờ thì mình đen phải chịu à. Mình mua ở cửa hàng thế giới di động ở nông cống, thanh hóa. || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 07/12/2025",26,1,vi
tgdd-58889998,iphone-17-pro-max,iPhone 17 Pro Max 256GB,10/12/2025,5,"Sao cáp sạc con 17 promax mình truyền dữ liệu không được vậy ạ. Cáp của con xs max mình kết nối với máy tính bình thường, nhưng con 17 pro max này cắm vào máy tính khong nhận tín hiệu luôn ấy ạ || Bộ phận bảo hành đã liên hệ hỗ trợ ngày 10/12/2025",51,1,vi
tgdd-58888802,iphone-17-pro-max,iPhone 17 Pro Max 256GB,02/12/2025,3,Sang sac 100% pin. Su dung 5h. Giờ con 42%. Mới mua đc 15 ngày. Xin hô tro || Bộ phận bảo hành đã liên hệ hỗ trợ ngày 02/12/2025,10,1,vi
tgdd-58888316,iphone-17-pro-max,iPhone 17 Pro Max 256GB,02/12/2025,5,Máy bên mình bán không phải mã vn hả || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 02/12/2025,62,1,vi
tgdd-58885280,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,2,loa bị rè || Đánh giá này đã được chuyển tới bộ phận hỗ trợ,2,1,vi
tgdd-58874760,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Pin trâu, sử dụng nhìu h liền ko nóng máy, mượt",7,0,vi
tgdd-58861106,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,1,"Thật sự rất bực mình về cách bảo hành sản phẩm của thế giới di động. Mua ip 17 prm ngày 31/10/2025, về mới dùng 3 ngày thì khi cập nhật phần mềm bị treo táo, không mở nguồn lại được. Đem ra hãng đến hôm nay hơn 10 ngày vẫn không có câu trả lời lỗi từ đâu. Trong khi nếu khách làm rơi hay bể hư thì không nói, lỗi phần mềm rõ ràng từ bên sản xuất và APPLE nhưng vẫn ngâm máy khách hơn 10 ngày, không đổi máy mới cho khách. Các nơi khác như Cellphones hay cửa hàng tư nhân máy lỗi vậy đã đổi liền cho khách trong ngày, một hệ thống lớn mà cách bảo hành sản phẩm quá chậm và tệ. Trong khi ai bỏ ra mấy chục triệu mua máy mới sài bị lỗi vậy mà không tức. Khác gì đem khách hàng ra test dùm máy cho APPLE Có lẽ đây là lần cuối mua hàng tại thế giới di động || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",135,1,vi
tgdd-58848291,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,1,Chính sách bảo hành lỗi 1/1 cực tệ với nhiều lí do vô lí . Trong tháng 1 đỗi 1 mà bắt khách hàng chịu lỗ 20% mới cho đổi.... tạm biệt không bao giờ quay lại || Đánh giá này đã được chuyển tới bộ phận hỗ trợ,77,1,vi
tgdd-58847649,iphone-17-pro-max,iPhone 17 Pro Max 256GB,14/11/2025,3,"Mình mua máy 17 prm mà sao máy lại bản ZP/A , sao ko phải là bản VN/A || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 14/11/2025",27,1,vi
tgdd-58847469,iphone-17-pro-max,iPhone 17 Pro Max 256GB,14/11/2025,3,Chào ạ. Mình mua máy được 5 ngày thì phát hiện Loa bị rè. Trường hợp này máy có được 1 đổi 1 không ạ. Cảm ơn || Bộ phận bảo hành đã liên hệ hỗ trợ ngày 14/11/2025,18,1,vi
tgdd-58846705,iphone-17-pro-max,iPhone 17 Pro Max 256GB,13/11/2025,1,Mới mua chưa đủ 1 tháng mở không lên màn hình phải gửi đi bảo hành. || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 13/11/2025,13,1,vi
tgdd-58800505,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"sản phẩm dùng tốt, màu sắc đẹp",25,0,vi
tgdd-58783033,iphone-17-pro-max,iPhone 17 Pro Max 256GB,03/11/2025,5,Có dự kiến màu bạc bao g về thêm chưa shop || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 03/11/2025,20,1,vi
tgdd-58763147,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Đã nhận được hàng, dùng mấy tuần rồi rất tuyệt. Màu sắc đẹp, lấp lánh bùm chíu long lanh",23,0,vi
tgdd-58713787,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,Cũng tốt chưa thấy lỗi vặt,10,0,vi
tgdd-58704280,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,Không cần bàn về chất lượng vì quá tốt,5,0,vi
tgdd-58701476,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Mua 1 em Deep Blue 256GB mua từ 19/9/2025 . 1 em Silver 256GB mua 6/10/2025 trải nghiệm cực kỳ tốt, pin cực kỳ trâu , tiếc là chủ nhật ngày 12/10/2025 thì thằng bạn ra uống bia , mình đi rửa bát nó tháo cả cái ốp 1 củ 4 của mình ra và làm rơi em màu Deep Blue và bị móp mất . Cái kết có hậu lại được đổi 1 em màu Silver mới V . Thế là có 2 em Silver rồi",5,0,vi
tgdd-58690678,iphone-17-pro-max,iPhone 17 Pro Max 256GB,13/10/2025,1,mua đc 10 ngày pin tụt nhanh tắt nguồn mở lên mất 34% đem ra nhân viên bảo do hdh mới .vài ngày sau đang xài bị tắt nguồn lỗi panic full và reset couter đem ra kiu gửi hàng đợi 15 ngày gửi máy .bỏ ra gần 40tr trong time còn đổi trả mà gửi hãng thẩm định .đó giờ tin tưởng mua rất nhiều sp bên này mà từ nay thì k bao giờ mua nữa || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 13/10/2025,130,1,vi
tgdd-58682482,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,1,"Trên web để tặng phiếu mua hàng loa tai nghe trị giá 500k vậy mà ra nhân viên báo phải mua hoá đơn trên 3tr mới sử dụng được , từ đầu sao ko để trên web rõ ràng đi làm ăn lom com || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",120,1,vi
tgdd-58651189,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,"Mua ở tgdd chủ yếu vì tin tưởng thương hiệu, uy tín, chính hãng, lười tìm hiểu nên mua sự yên tâm ở đây, giá bán đúng niêm yết ko bia kèm lạc, từ lúc đập hộp ra dùng đến bây giờ khá ok, máy mượt, rất tốt",273,0,vi
tgdd-59425191,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,,0,0,vi
tgdd-59205359,iphone-17-pro-max,iPhone 17 Pro Max 256GB,,5,,1,0,vi
tgdd-58920904,iphone-17-pro-max,iPhone 17 Pro Max 256GB,17/12/2025,1,Bộ phận bảo hành đã liên hệ hỗ trợ ngày 17/12/2025,3,1,vi
tgdd-59468465,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,3,"Con A17 mình mới mua chiều nay, sao cam nó quay phim dc FHD 30fps, thua luôn con A05s 6gb à 60fps FHD. Dc cái màn SO tạm ổn màn SO A17 nó ko đen hoàn toàn mà hơi ám sáng ở gần viền màn hình, dù nền đen, ko ngon bằng mấy dòng A5x trở lên. Máy hơi lag xíu, anh em cân nhắc test kỹ trước khi mua nha.",0,0,vi
tgdd-59425364,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,20/05/2026,2,Đã không tiền rồi còn gặp cảnh gì đâu không chán chường giải quyết nhanh dùm cái || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 20/05/2026,1,1,vi
tgdd-59090634,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,4,"Mọi người mua máy này thì ráng thêm tiền mua bản 8/128 hoặc lên luôn 8/256 nhé. Bản 4/128 chạy hơi yếu, tầm 3 tap trở lên là có dấu hiệu chậm lag. Nếu dùng cơ bản thì vẫn ổn. Tại mình tiếc tiền nên không mua bản 8/128. Mua về dùng thử và nhất là khúc cá nhân hoá cái điện thoại mỗi lần chuyển tap nó mất 23 giây để chạy lại ứng dụng. Lúc đó mình đang mở khoảng 6 tap.",4,0,vi
tgdd-59077484,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,5,"Máy thiết kế đẹp, nhân viên nhiệt tình, lỗi là đổi, không bị trừ phí, rất đáng khen, màn hình đẹp, sắc nét, pin trâu, sạc bình thường, cấu hình thì nên mua bản ram 8gb, vì 4gb dễ load lại ứng dụng, kèm tình trạng giật lag. Nên mua, sẽ giới thiệu thêm cho mọi người.",8,0,vi
tgdd-59044368,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,28/01/2026,1,"Sim sóng lúc có lúc ko quay vòng vòng,,hơi thấy vọng || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 28/01/2026",1,1,vi
tgdd-59020475,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,5,Nói chung là ổn chỉ hơi lag vs loa bật lớn hơi rè,7,0,vi
tgdd-58898810,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,3,"Sau 2 ngày sử dụng tôi khuyên mng nên mua bản Ram 8GB nhe, tôi ngu nên tôi chọn 4GB, tôi tiếc tiền ko chịu lên 256GB vì bản 8GB/128GB ở địa phương hết hàng huhu. Dọn Ram rất mệt nha, nhớ mua bản Ram 8GB đó nha trời.",8,0,vi
tgdd-58887726,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,1,"Mình mua cho người nhà dùng, chưa được 1 tháng mà bị lỗi đang xem Youtube thì bị đen màn hình, mang đến TGDĐ thì các bạn ở đó bảo là phải cập nhật gì gì đó thì mới hết. Mình mua ngày 3/11/2025 đến nay là đã bị như vậy 3 lần rồi, cho mình hỏi là lỗi gì vậy ạ. || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",4,1,vi
tgdd-58887334,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,01/12/2025,1,"G99 mà còn thua chip của con Sama31, chơi liên quân được trận đầu tới trận 2 là bắt đầu tụt FPS nghiêm trọng crash cả game, cập nhật lên phần mềm mới cũng không fix được, chip xịn hơn mà thua cả con chip cùi dù lag chơi không bị crash game / || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 01/12/2025",2,1,vi
tgdd-58843891,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,5,Ổn nha mấy sạc đầy từ sáng 1011 là 100% ts tối 7h ngày 1111 còn 39% trâu nha cam đẹp,16,0,vi
tgdd-58894395,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,5,,13,0,vi
tgdd-58775694,samsung-galaxy-a17-4gb-128gb,Samsung Galaxy A17 4GB/128GB,,5,,31,0,vi
tgdd-59459680,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,máy đt samsung a07 4g ok tối,0,0,vi
tgdd-59404221,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,2,"TGDD lừa dảo lấy tiền khách hàng đưa cáp sạc ko chính hãng giờ sạc ko ăn pin lại ko hỗ trợ cho khách nữa.còn nghi ngờ khách lấy cáp sạc khác đổi qua nữa.1 tập đoàn công ty lớn mà làm ăn quá tệ, mình mua hàng ủng hộ rất nhiều mà bây giờ TGDD xử lý với khách như vậy.ai mà còn dám tin tưởng mua hàng ủng hộ nữa hả. || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",0,1,vi
tgdd-59297055,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,1,"Ngu mua lắm mới mua cái này. Chuẩn bị đổi lỗ mua con khác. Chip mạnh làm gì, tần số quét cao làm gì, thông số top đầu tầm giá làm gì khi không hỗ trợ 5g. Thà mua con A06 5G còn hơn, ai chấp nhận mua thì phải chịu cảnh mạng sida || Đánh giá này đã được chuyển tới bộ phận hỗ trợ",0,1,vi
tgdd-59174871,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,12/03/2026,2,"Máy không seal , không củ sạc , không tai nghe . Hộp cũng không còn nilon bảo vệ . Biết vậy không mua , không khác gì xài hàng cũ. Lần đầu thử trải nghiệm mua online tại TGDD và cảm giác rất thất vọng || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 12/03/2026",1,1,vi
tgdd-59172183,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,Banh nhân viên giao hàng rất nhiệt tình,3,0,vi
tgdd-59101499,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,"Máy tốt, đẹp.",2,0,vi
tgdd-59087451,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,Máy best phân khúc luôn. Quá hoàn hảo cho một cây máy trong tầm giá dưới 3tr,9,0,vi
tgdd-59080373,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,Rất ok ạ dùng cho ng già ng lớn tuổi giá cã hộp lí nhá,0,0,vi
tgdd-59077007,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,07/02/2026,2,Phần tin nhắn sms phải tải trên chplay về chứ máy ko có sẵn mà tải về thì vào tin nhắn toàn quảng cáo || Bộ phận bảo hành đã liên hệ hỗ trợ ngày 07/02/2026,2,1,vi
tgdd-59061234,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,03/02/2026,3,Mua mới 100% mà máy bị bó siu từ trước. Cảm giác như mua phải máy qua sử dụng roiif ấy. Khá chán. || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 03/02/2026,1,1,vi
tgdd-58847291,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,14/11/2025,3,Mình xem máy trên web và có mã giảm giá 10% đến lúc qua siêu thị đường hãi thượng lãng ông hỏi áp dụng giảm giá y như web phải không thì 2 bạn nhân viên nói đúng rồi. Nhưng khi thanh toán mình đưa mã giảm ra thì nói mã chỉ áp dụng online trên web không áp dụng mua trực tiếp || Bộ phận bán hàng đã liên hệ hỗ trợ ngày 14/11/2025,24,1,vi
tgdd-58835321,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,4,"Máy dùng tốt trong tầm giá, nhưng tìm máy tím khó. Phải đi mấy cửa hàng mới có",0,0,vi
tgdd-58754526,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,Tốt máy đẹp,64,0,vi
tgdd-58917136,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,,9,0,vi
tgdd-58776311,samsung-galaxy-a07-4gb-64gb,Samsung Galaxy A07 4GB/64GB,,5,,11,0,vi
tgdd-59284007,nokia-105-4g-pro,Nokia 105 4G Pro,05/04/2026,3,"Hu gi doi nay ngay luôn Hu san phâm chinh Dôi san pham mói cúng model, cung dung long, cung mau sãc min phi thang dâu tiên, thang thú 2 dên tháng 12 chiu phi 10% hoá don/tháng. Nêu san pham chinh hêt hang thi áp dung Bão hânh có cam kêt hoc Hoàn tièn voi múc phí giam 50%. Hu phu kiên di kèm Di miên phi trong vng 12 thang kê tir ngay mua san pham chinh bng hang phu kin TGDD/DMX dang kinh doanh mói voi cong nang twong dwong. Nêu không có phu kin tong duong Sao hư cục sạc vẫn không được đổi nhỉ || Chăm sóc khách hàng đã liên hệ hỗ trợ ngày 05/04/2026",0,1,vi
